Year,Name,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz E-Class E 350 4MATIC,8298,4.7,449,55000
2020,Mercedes-Benz GLE 350 Base 4MATIC,46372,4.5,1334,41999
2023,Mercedes-Benz EQB 350 Base 4MATIC,2701,4,3563,56795
2021,Mercedes-Benz A-Class 4MATIC,26769,5,4823,29995
2023,Mercedes-Benz CLA 250 Base 4MATIC,6430,4.4,925,39879
2020,Mercedes-Benz AMG G 63 ,12004,,649,172500
2024,Mercedes-Benz GLE 350 ,10051,3.8,65,64107
2023,Mercedes-Benz GLA 250 Base 4MATIC,10659,4.6,1847,40000
2023,Mercedes-Benz CLA 250 Base 4MATIC,14362,4.7,316,38865
2023,Mercedes-Benz EQB 350 Base 4MATIC,2989,4.9,2118,51900
2020,Mercedes-Benz GLA 250 Base 4MATIC,21237,4.5,401,27685
2022,Mercedes-Benz GLC 300 Base,23073,4.5,2057,35933
2024,Mercedes-Benz GLE 350 Base 4MATIC,861,3.4,468,72991
2022,Mercedes-Benz EQB 300 Base 4MATIC,5879,4.6,1171,36994
2023,Mercedes-Benz E-Class E 350 4MATIC,5187,4.8,788,57499
2021,Mercedes-Benz GLA 250 Base 4MATIC,32655,4.5,1102,33990
2023,Mercedes-Benz AMG GLA 45 Base,2862,4.8,4576,54888
2023,Mercedes-Benz E-Class E 350 4MATIC,3623,3.9,1800,67755
2021,Mercedes-Benz GLS 580 Base 4MATIC,43066,4.4,56,65936
2021,Mercedes-Benz GLC 300 Base 4MATIC,37344,4.6,1899,32633
2020,Mercedes-Benz GLS 450 Base 4MATIC,51779,4.7,1424,48777
2020,Mercedes-Benz GLA 250 Base,32122,4.3,419,24997
2020,Mercedes-Benz GLC 300 Base,18665,4.6,1847,34250
2024,Mercedes-Benz GLE 450 4MATIC,6124,4.5,919,77506
2023,Mercedes-Benz AMG GLB 35 Base,2103,4.4,1515,50777
2023,Mercedes-Benz E-Class E 450,5673,4.2,821,77850
2022,Mercedes-Benz GLB 250 Base 4MATIC,28301,4.7,285,34449
2022,Mercedes-Benz S-Class S 580 4MATIC,6087,4.6,1915,97892
2023,Mercedes-Benz C-Class ,11289,,47,43777
2021,Mercedes-Benz GLS 450 4MATIC,36687,4.7,1424,61577
2021,Mercedes-Benz GLS 580 ,73169,,0,67989
2023,Mercedes-Benz GLB 250 Base,9806,4.5,819,46225
2023,Mercedes-Benz C-Class 4MATIC Sedan,7543,4.7,662,48558
2021,Mercedes-Benz GLA 250 Base 4MATIC,31736,4.9,7140,28500
2023,Mercedes-Benz GLC 300 Base 4MATIC,5956,4.7,449,50400
2022,Mercedes-Benz GLE 350 Base,26007,4.3,1152,44987
2023,Mercedes-Benz E-Class E 350,9574,4.3,419,60597
2023,Mercedes-Benz C-Class C 300 4MATIC,4500,4.9,2118,46900
2023,Mercedes-Benz EQB 300 Base 4MATIC,3109,4.5,2465,49988
2021,Mercedes-Benz CLS 450 Base,16926,4.5,775,53900
2021,Mercedes-Benz GLE 350 Base,31207,4.4,1038,51998
2023,Mercedes-Benz C-Class C 300,2239,4.7,911,48777
2020,Mercedes-Benz AMG GLC 63 Base 4MATIC,18209,4.7,1239,68999
2024,Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,2955,4.8,1354,75994
2023,Mercedes-Benz E-Class E 350 4MATIC,5318,4.9,2375,54900
2021,Mercedes-Benz GLB 250 Base,23432,4.4,1838,34887
2021,Mercedes-Benz C-Class C 300,14013,4.6,1915,30945
2023,Mercedes-Benz CLA 250 Base,14817,4.9,268,39597
2023,Mercedes-Benz C-Class C 300,7639,4.8,2059,44984
2023,Mercedes-Benz GLC 300 Base,6166,4.6,1018,50778
2023,Mercedes-Benz CLA 250 Base,9147,4.5,819,45777
2020,Mercedes-Benz GLC 300 Base 4MATIC,27403,4.7,2879,32544
2021,Mercedes-Benz GLA 250 Base,23430,4.8,5398,29893
2024,Mercedes-Benz GLE 350 ,3694,4.9,268,68290
2021,Mercedes-Benz GLA 250 Base 4MATIC,19749,3.8,265,31950
2023,Mercedes-Benz EQB 300 4MATIC,1890,4.9,1375,54998
2019,Mercedes-Benz S-Class S 560,15747,4.8,5398,85894
2022,Mercedes-Benz A-Class A 220 4MATIC,38222,4.2,2867,29889
2021,Mercedes-Benz E-Class E 350 4MATIC,22812,4.8,1539,41291
2021,Mercedes-Benz E-Class E 350 4MATIC,22812,4.8,1539,41291
2021,Mercedes-Benz GLA 250 Base,35428,4.7,1948,28550
2019,Mercedes-Benz S-Class 4MATIC,61136,4.6,1899,49581
2020,Mercedes-Benz S-Class S 560,16566,4.5,2465,91988
2020,Mercedes-Benz GLA 250 Base 4MATIC,35659,4.3,1491,25976
2021,Mercedes-Benz GLA 250 Base,30993,4.9,1405,31000
2020,Mercedes-Benz GLC 300 Base,66555,4.6,1018,27999
2021,Mercedes-Benz GLA 250 Base,25776,4.3,1491,29599
2021,Mercedes-Benz GLC 300 Base 4MATIC,49666,4.9,689,30497
2021,Mercedes-Benz C-Class C 300 4MATIC,16246,4.7,699,36750
2023,Mercedes-Benz GLA 250 Base,7572,3.8,265,39991
2023,Mercedes-Benz EQS 450+ Base,7557,4.7,911,73994
2023,Mercedes-Benz CLA 250 Base 4MATIC,4504,3.9,1800,45990
2021,Mercedes-Benz AMG CLA 35 4MATIC,23775,4.9,1375,41558
2022,Mercedes-Benz AMG G 63 4MATIC,18730,4.5,344,193901
2023,Mercedes-Benz Sprinter 2500 144 WB Standard Roof Passenger,1124,4.2,568,89989
2023,Mercedes-Benz AMG C 43 Base 4MATIC,7722,4.9,2945,54498
2023,Mercedes-Benz GLB 250 Base,11163,4.5,819,47781
2021,Mercedes-Benz A-Class ,24894,,,31995
2022,Mercedes-Benz CLA 250 Base 4MATIC,38554,4.7,316,30740
2021,Mercedes-Benz GLC 300 Base,29630,,386,33850
2024,Mercedes-Benz AMG EQE 4MATIC,3045,4.5,1334,88799
2023,Mercedes-Benz GLB 250 4MATIC,2524,4.9,1375,40558
2020,Mercedes-Benz C-Class C 300 4MATIC,28991,4.6,1276,31489
2016,Mercedes-Benz C-Class C 300,23652,4.7,2308,20995
2021,Mercedes-Benz GLB 250 Base,21890,4.5,1334,30799
2022,Mercedes-Benz GLE 350 Base,17942,4,526,56995
2022,Mercedes-Benz GLC 300 Base 4MATIC,29130,4.9,2375,39900
2023,Mercedes-Benz EQE 350+ Base,7675,4.6,981,56999
2024,Mercedes-Benz C-Class C 300,1592,4.7,911,45777
2020,Mercedes-Benz C-Class C 300,10126,4.6,1847,32000
2021,Mercedes-Benz E-Class E 450 4MATIC,30966,4.9,4585,46900
2020,Mercedes-Benz GLB 250 Base 4MATIC,55431,4,3563,27500
2021,Mercedes-Benz C-Class C 300,31777,4.8,2195,36792
2023,Mercedes-Benz GLB 250 Base,5750,4.9,1375,39998
2023,Mercedes-Benz EQB 250 Base,10195,4.8,2059,36382
2023,Mercedes-Benz GLB 250 Base,6938,4.5,819,48157
2019,Mercedes-Benz C-Class 4MATIC,25469,4.6,3258,28351
2019,Mercedes-Benz AMG GLC 43 Base 4MATIC,45980,,1,40500
2023,Mercedes-Benz CLA 250 Base,9264,4.5,819,46777
2022,Mercedes-Benz E-Class E 450,2475,4.8,329,69880
2021,Mercedes-Benz C-Class Sedan,33125,4.6,1847,33950
2023,Mercedes-Benz G-Class G 550 4MATIC,17591,,67,152986
2021,Mercedes-Benz GLB 250 Base,35172,4,3563,31195
2018,Mercedes-Benz C-Class C 300 4MATIC,44087,3.5,474,23168
2021,Mercedes-Benz C-Class C 300,39957,4.7,1003,40999
2023,Mercedes-Benz AMG G 63 4MATIC,1777,4.4,1038,229918
2024,Mercedes-Benz GLE 450 4MATIC,2407,4.7,2879,72545
2023,Mercedes-Benz GLS 580 4MATIC,12170,5,4823,97575
2024,Mercedes-Benz GLE 350 Base 4MATIC,2898,4.1,522,64215
2023,Mercedes-Benz GLE 350 Base 4MATIC,14984,4.8,1354,63994
2022,Mercedes-Benz AMG GT 53 C,24230,5,4823,87599
2023,Mercedes-Benz CLA 250 Base 4MATIC,5070,4.8,1291,39200
2023,Mercedes-Benz EQB 350 Base 4MATIC,1340,4.3,1491,57499
2024,Mercedes-Benz GLE 350 Base 4MATIC,9950,4.1,522,63995
2020,Mercedes-Benz GLS 580 Base 4MATIC,58279,3.6,59,56695
2023,Mercedes-Benz CLA 250 Base 4MATIC,6308,4.7,316,38760
2024,Mercedes-Benz AMG GLE 53 Base,1369,4.2,568,94989
2024,Mercedes-Benz GLE 450 4MATIC,2595,4.1,1346,74989
2023,Mercedes-Benz EQB 300 Base 4MATIC,12980,4.8,2002,44933
2020,Mercedes-Benz GLB 250 Base 4MATIC,44596,4.7,449,29500
2021,Mercedes-Benz GLC 300 Base 4MATIC,34893,4.1,522,34995
2023,Mercedes-Benz EQB 350 Base 4MATIC,2549,4.3,1491,57153
2023,Mercedes-Benz AMG GLB 35 ,1211,4.9,848,51763
2022,Mercedes-Benz GLB 250 Base,47528,4.7,1372,30900
2018,Mercedes-Benz CLA 250 Base,48230,4.7,2931,20562
2023,Mercedes-Benz E-Class E 350 4MATIC,4153,4.5,843,57555
2023,Mercedes-Benz EQS 580 Base 4MATIC,2484,4.8,2195,89998
2024,Mercedes-Benz C-Class C 300,6916,4.7,775,45877
2023,Mercedes-Benz S-Class S 580 4MATIC,5765,4.4,1515,117495
2020,Mercedes-Benz GLC 300 Base 4MATIC,37650,4.8,160,31992
2021,Mercedes-Benz GLC 300 Base 4MATIC,47890,4.6,716,35416
2023,Mercedes-Benz AMG GT 43 Base,3071,4.7,1239,85999
2022,Mercedes-Benz GLE 450 4MATIC,18709,4.4,1038,65886
2020,Mercedes-Benz AMG GT 53 Base,36814,4.7,1424,75577
2021,Mercedes-Benz E-Class E 450 4MATIC,54422,,236,53490
2022,Mercedes-Benz S-Class 4MATIC,11395,4.5,1334,89599
2021,Mercedes-Benz GLB 250 Base 4MATIC,30392,4.9,2375,32890
2023,Mercedes-Benz E-Class E 450 4MATIC,3413,4.8,1758,53983
2023,Mercedes-Benz GLA 250 Base,6336,4.5,2057,46035
